358	2.537458658
1241	2.959896564
1125	3.0414114
1524	3.057773352
81	3.06771946
1261	3.077177763
1249	3.078757048
590	3.078950882
1251	3.103711843
1255	3.105217218
1156	3.134604216
1257	3.136059999
1240	3.140879154
168	3.148621798
1252	3.150664568
455	3.156683445
618	3.166134596
820	3.171166182
1299	3.175667286
1248	3.178845882
1231	3.182048559
1259	3.189387083
524	3.195070744
1260	3.222632885
1232	3.251227617
1246	3.261020184
333	3.271365166
1150	3.281434536
1278	3.288505077
115	3.291953087
811	3.295035601
218	3.305935621
1262	3.322501659
1371	3.32598877
1253	3.337361336
1245	3.338101149
814	3.371365309
972	3.380699158
397	3.386919737
1099	3.392847538
1096	3.407475948
402	3.427683592
1271	3.441775799
660	3.451874256
281	3.464106083
314	3.477072716
304	3.504769087
570	3.528704405
1264	3.54282546
161	3.551211357
992	3.563922644
1342	3.57123661
242	3.572247505
270	3.574407578
1035	3.581964493
515	3.602322578
941	3.604347229
561	3.635928392
1354	3.638510704
416	3.650796413
393	3.673088789
602	3.710691214
286	3.711084366
756	3.720507383
315	3.723001003
871	3.724951267
1525	3.730698586
525	3.730995893
1355	3.732575655
309	3.737860441
404	3.742890358
998	3.746790409
209	3.749612093
361	3.763957977
223	3.778562546
178	3.78115344
6	3.786979198
1372	3.793213844
1107	3.798098326
257	3.803523064
1352	3.810334444
917	3.811134338
10	3.819617033
750	3.821749449
894	3.830118418
559	3.830525637
1136	3.83129406
1346	3.834973574
1460	3.837556601
703	3.839196682
671	3.839887619
956	3.855738163
1101	3.863090515
146	3.87868309
1133	3.888731956
363	3.891197205
623	3.891936541
305	3.892139673
287	3.893784761
1216	3.895708561
1369	3.90424633
971	3.91632247
1034	3.922148943
226	3.940729618
1479	3.953022957
680	3.953324795
1223	3.962346077
285	3.96603322
773	3.9670825
670	3.97168684
717	3.972288847
1230	3.983540535
282	3.985509872
375	3.989720345
74	3.994436741
1370	4.004005909
356	4.012242794
331	4.026248932
1004	4.02891016
988	4.032232761
259	4.037142754
394	4.039851189
514	4.045236588
1104	4.048696995
313	4.053112984
373	4.055923462
337	4.058724403
1444	4.060657978
299	4.064673424
571	4.065188408
723	4.067090034
1165	4.069783211
726	4.075006962
1097	4.077542305
316	4.079537392
1323	4.086562634
326	4.089773655
26	4.100381851
1452	4.101010799
284	4.10334444
1154	4.106975555
729	4.113084793
338	4.114789009
774	4.115740776
1159	4.116815567
666	4.124185085
1138	4.128957748
654	4.131269455
423	4.131631851
940	4.137610435
7	4.14166069
893	4.144523144
895	4.146111012
959	4.146250725
471	4.152672768
89	4.152966022
210	4.159352303
253	4.162819386
295	4.162840366
384	4.166668892
