8269	1.047282219
8293	1.153031349
8454	1.317958474
1122	1.328857183
763	1.348901153
16064	1.375266075
47889	1.512028813
9920	1.554510236
59623	1.566569686
7357	1.582231641
73380	1.602012396
9153	1.602174997
84714	1.610012412
27466	1.630437851
12313	1.680336595
27532	1.687666297
68328	1.69263339
68310	1.693228126
2372	1.693799734
25545	1.69620347
51193	1.701166153
82453	1.704210758
59426	1.768702745
51196	1.809524417
86726	1.813291907
82179	1.851258636
61967	1.856145144
4940	1.858038425
27467	1.858771801
59881	1.907924056
5910	1.908502102
1283	1.914307356
2642	1.941961169
1349	1.941961169
1350	1.941961169
7623	1.942822099
19656	1.958467484
17065	1.959775925
80065	1.966697335
12150	1.979470134
8163	1.981461525
1292	1.989278078
18892	2.000984669
16053	2.015727997
80068	2.019478083
2498	2.027264595
11850	2.035926342
1288	2.049624205
1284	2.057008743
30621	2.069020271
30622	2.069020271
59913	2.073572159
1430	2.073621035
1286	2.074573994
79261	2.07506609
1287	2.07508111
1285	2.085001707
2637	2.086367607
34637	2.088528395
1294	2.094031572
1290	2.096124172
40558	2.105263233
14151	2.111014128
17066	2.112107277
2594	2.125922203
26821	2.134314775
8178	2.1364398
27304	2.139575958
76096	2.142689705
1293	2.1601367
79249	2.167787075
75754	2.176152468
7774	2.196209192
75390	2.19873333
15352	2.198837042
63927	2.201408386
26443	2.201590061
74185	2.203577042
29626	2.21239543
29611	2.21239543
58632	2.215430737
23354	2.224133968
339	2.224876642
29606	2.233424664
29623	2.234045267
55288	2.241204262
9975	2.249508381
8854	2.249568462
86633	2.254166603
82001	2.254275084
53263	2.255943537
28630	2.260787725
28685	2.260787725
3218	2.269498348
19065	2.27672267
10055	2.283003569
68320	2.290379524
13261	2.291674137
13299	2.291674137
68302	2.29302454
36677	2.294873238
3906	2.294884205
52364	2.302186012
47406	2.302186012
47988	2.302186012
32713	2.30419302
45435	2.306447268
61928	2.306806564
42384	2.307262897
12154	2.307850599
5005	2.313144922
16923	2.314203262
1351	2.3254776
5671	2.329773664
66698	2.329994202
7641	2.334923267
75054	2.336880684
47223	2.337998629
88846	2.340405464
5249	2.343991995
3875	2.343991995
3724	2.343991995
43360	2.351848125
6167	2.356813431
6280	2.356813908
6223	2.356813908
8173	2.359911919
44662	2.364766598
68318	2.368031263
68300	2.368031263
42613	2.37303257
8809	2.380414009
78566	2.380966187
83355	2.381612539
46395	2.383022785
78586	2.388113499
86660	2.390260935
8638	2.390885115
81469	2.392982483
29426	2.396563053
29424	2.396563053
29423	2.396563053
15485	2.396903992
51190	2.399747372
27305	2.400616407
822	2.40087986
31437	2.402884007
5966	2.403584719
51044	2.40686202
29427	2.412498951
76022	2.415368319
6216	2.421968222
65090	2.424658775
6163	2.424774885
6276	2.424774885
87435	2.425729275
54038	2.426011086
9007	2.426024914
25384	2.4261415
32686	2.433953047
29422	2.435407877
2809	2.43845582
60023	2.443617105
82817	2.444499731
29428	2.444569349
25223	2.444848776
4201	2.445620537
79530	2.452922106
9086	2.452943563
59885	2.454176903
79012	2.456034422
25688	2.456315756
35739	2.457335949
9394	2.459236383
47773	2.461346149
89612	2.461802959
586	2.462695599
143	2.462964058
80069	2.463343143
45256	2.465235472
24739	2.46600771
74684	2.469389915
